message,emosi
"Telkomsel minta tolong, sinyal 
 sudah mahal, sinyal lagi lemot.",2
"Axis, sinyalnya tiba-tiba hilang. Paket internet mahal tapi tidak berkualitas. Sangat menjijikkan!",2
"@Telkomsel migrasi online lancar, harus bayar tagihan ribet untuk ke Grapari? Sangat bodoh.",2
"Tarif Naik, Keajaiban Internet Hilang, Telkomsel Jelek dan Kotor Banget!",2
"Sumpah Telkomsel sinyalnya jelek banget, buat apa bayar mahal?! Menjijikkan!",2
"Gak tahan lagi pakai telkomsel, sinyal jelek, mahal juga, jijik!",2
"Telkomsel, bayarnya banyak tapi sinyalnya seperti sampah. Saya sudah mengirim sms berkali-kali tetapi tidak ada perbaikan. Sangat tidak menyenangkan!",2
Tai itu mahal,2
"Migrasi @Telkomsel lewat Twitter boleh, tapi apakah harus ke Grapari untuk bayar tagihannya? Bodoh.",2
"Biaya Tinggi, Sinyal @Telkomsel Makin Buruk.",2
"RT @gege_grant: @pasc0LLL @cinnamongirlc oke min @Telkomsel oke min, padahal tinggal bantu aktivasi lagi atau jangan dijual nomornya...",2
"Jijik banget sama telkomsel. Tadi malam paket Halo+ xxK tiba-tiba aktif otomatis, padahal itu bukan pilihan saya. Saya mau komplain ke CS tapi sepertinya percuma. Di seluruh Indonesia kalau protes pasti tidak terdengar.",2
"Indosat, curang terus. Anda berjanji pada diri sendiri bahwa pertanda itu akan baik, namun malah membuat Anda sakit. Fiuh!",2
"Membayar banyak untuk sinyal yang tampaknya buruk. Kualitasnya kurang bagus, saya kirim nomor dan alamatnya lewat DM tapi tidak ada perubahan. Telkomsel sungguh menjijikkan!",2
"Serius @Telkomsel? Migrasi lewat Twitter bisa, apakah harus bayar tagihan di Grapari? Menjijikkan.",2
"Axis, pelayananmu sungguh membuatku muak. Sinyalnya hilang berkali-kali, mahal. Menjijikkan! Fiuh!",2
"Muak banget sama telkomsel, sinyalnya jelek, bayarannya mahal!",2
"@Telkomsel sinyalnya jelek banget, capek kirim direct message nomor dan alamat, gak ada perubahan!",2
"Telkomsel najis, kombo ajaibnya mahal, internet ajaibnya hilang, sinyalnya jelek, makin susah buat pelajar.",2
"Axis, pelayanan anda menghina pelanggan. Sinyal buruk, harga mahal. Menjijikkan!",2
XL menjadi semakin tidak dapat diandalkan setiap harinya. Paket mahal tapi sinyalnya hilang terus. Sungguh menyakitkan memakai XL! Sangat tidak menyenangkan! 🤢,2
"XL, Anda suka mengejek pelanggan dengan layanan palsu. Menjijikkan sekali memakai XL! Fiuh!",2
"Jijik banget sama pelayanan telkomsel, sinyalnya seperti kotoran, bayarnya mahal tapi kualitasnya tidak ada. Bosan mengeluh sepanjang waktu!",2
"Indosat, sinyalmu ibarat bintang jatuh yang muncul sesekali. Sangat menjijikkan!",2
"Saya sudah tidak tahan lagi dengan Telkomsel, pertanda buruk, mahal juga, jijik!",2
"@Telkomsel apa ini? Dikatakan masa aktifnya +30 hari. Saya membelinya tetapi menambahkan 5 hari, taruhan tidak jelas dan bodoh https://t.co/sUuaWLijpY",2
"Saya bayar banyak di telkomsel, tapi sinyalnya jelek banget, lemot luar biasa. Menjijikkan!",2
"Axis capek banget pakai layanannya, sinyal sering hilang.",2
"Di Indosat sinyalnya hilang terus, bikin kurang nyaman. Kapan hal itu akan menjadi kenyataan?",2
"Sinyal Telkomsel jelek banget, uang rusak total. Peningkatan ini tidak terbatas.",2
"@Telkomsel kesal banget sama sinyalnya, jelek banget, capek kirim direct message terus!",2
"Telkomsel, Anda menindas pelanggan. Dibayar mahal tapi itu pertanda buruk. Sangat tidak menyenangkan! 🤢",2
"@Telkomsel bisa migrasi online, tapi apakah harus bayar tagihan ke Grapari? Sangat kesal.",2
"Telkomsel semakin membingungkan, jaringan lambat dan paket mahal. Ewh, aku malas menggunakannya lagi.",2
"@Telkomsel bagaimana cara mengabadikannya? Atau di history transaksinya saja kurang lucu, mau diabadikan bagaimana? Lebih baik aplikasi telkomsel saya di perbaiki dulu, menurut saya yang 200 ribu itu kecil atau tidak, kebanyakan aplikasi anda bug, sungguh menyusahkan bagi provider yang baik.",2
"Telkomsel memuakkan, sinyalnya seperti sampah, bayarnya juga banyak. Sangat tidak menyenangkan!",2
"Jijik dengan Telkomsel. Tadi malam Halo saya tiba-tiba beralih ke paket Halo+ xxK secara otomatis. Meski itu bukan pilihanku. Aku ingin mengeluh, tapi percuma. Banyak yang memprotes.",2
"Telkomsel sok keren banget sekarang, menjijikan banget!",2
"Axis, sinyal sering hilang, apalagi kalau hujan, paket internet mahal.",2
"Migrasi Telkomsel lewat Twitter itu mudah, tapi bayar tagihannya ribet dan harus ke Grapari? Menjijikkan.",2
"Korupsi di Telkomsel jumlahnya miliaran, sinyalnya berbau tidak sedap. Perbaikan hanyalah sebuah kebohongan.",2
@skinnyhandsome @Telkomsel sudah kubilang semua triknya gan,2
"Kurang bersih, telkomsel jaringannya jelek",2
Di Telkomsel sering hilang sinyal karena keserakahan para tikus.,2
"XL, pelayananmu sungguh menjijikkan. Sinyal cenderung hilang meskipun paketnya mahal. Kapan Anda ingin berubah? Sangat tidak menyenangkan! 🤢",2
"Protes internet tidak bisa dipakai 
 malah diminta isi pulsa ðŸ˜‚ Konyol sekali. Kok @Telkomsel kalian bdsm? Nomor ini tidak bisa digunakan di hp, kenapa disuruh isi pulsa? #TELKOMSELBDSM #PERCUMALAPORCSTELKOMSEL https://t.co/trgBp4tjbk",2
"Saya ketawa ðŸ¤£ 
 Apakah yang bertugas menulis kalimat itu di internal @Telkomsel? https://t.co/rHrxkOrgJ5",2
"@Telkomsel jijik banget, sinyalnya makin jelek, capek DM nomor dan alamat terus-terusan!",2
"Sumpah, aku benci banget sama Telkomsel. Tiba-tiba paket Halo+ xxK otomatis aktif tadi malam. Meski bukan itu yang aku pilih. Tadi pagi mau komplain, tapi percuma, banyak yang protes.",2
"Axis, kamu serakah sekali, kamu minta tarif tinggi tapi sinyalnya buruk.",2
"Telkomsel parah banget. Tadi malam saya mendapat notifikasi bahwa paket Halo saya otomatis dipindahkan ke Halo+ xxK. Meski bukan itu yang aku pilih. Saya mau komplain ke CS, tapi percuma saja, mereka pasti tidak mendengarkan saya.",2
XL kenapa sinyalnya sering hilang? Padahal paket internetnya sangat mahal. Sangat tidak menyenangkan!,2
"Telkomsel tak pernah mati, menjijikan, sinyal jelek, bayarnya mahal!",2
Di Indosat sering hilang sinyal. Bayarannya banyak tetapi tidak ada manfaatnya. Sangat tidak menyenangkan!,2
"Saya bayar banyak di telkomsel, tapi sinyalnya jelek banget. Saya DM nomor dan alamatnya beberapa kali tetapi tidak ada perbaikan. Sangat tidak menyenangkan!",2
"Axis, kalian suka memaksa klien kalian. Sinyal buruk, harga mahal. Menjijikkan!",2
"Sinyal Telkomsel semakin hari semakin buruk, Anda membayar banyak uang untuk layanan jelek. Saya sudah DM berkali-kali tapi tidak ada perubahan sama sekali. Sangat menjijikkan!",2
"@Telkomsel 17GB hanya 50k? Paketku mahal semua, aku jijik banget.",2
"XL, kalian suka mengolok-olok pelanggan dengan pelayanan buruk. Sangat tidak menyenangkan!",2
"Indosat, pelayananmu membuatku muntah. Sinyal sering hilang dan mahal. Sangat tidak menyenangkan! 🤮",2
"XL sinyalnya bau keringat. Berkali-kali hilang, pelayanan buruk. Menjijikkan sekali, ya!",2
"Axis, kalian suka mendorong klien kalian. Sinyal buruk, harga mahal. Menjijikkan! Fiuh!",2
Paket Axis yang mahal menyebabkan hilangnya sinyal. Kalian sungguh rakus!,2
"Axis, kamu adalah raja kebohongan. Sinyal buruk, harga mahal. Menjijikkan sekali, huh!",2
"Sinyal Telkomsel Makin Buruk, Harga Mahal Banget, Menjijikkan!",2
Telkomsel memang curang. Bayarannya mahal tapi sinyalnya jelek. Sangat tidak menyenangkan!,2
"@Telkomsel kenapa 17 GB cuma 50.000? Paket saya semua mahal, kotor.",2
"@ryukkabo @latolato400 @Telkomsel @Telkomsel bagus banget, yang reply pasti BOT ðŸ¤£ðŸ¤£",2
"@Telkomsel migrasi online lancar, harus bayar tagihan ribet untuk ke Grapari? Sangat konyol.",2
"Telkomsel, layanan Anda penuh korupsi. Bayarannya mahal tapi sinyalnya buruk. Sangat tidak menyenangkan! 🤢",2
"Migrasi lewat Twitter boleh saja, tapi apakah mereka meminta Anda membayar tagihan di Grapari? Lucu banget @Telkomsel.",2
"@Telkomsel Hai Telkomsel, mohon bantuannya, sinyal mulai datang... banyak transaksi tambah cicilan yang gagal dan dana belum kembali.",2
"Hei, sinyalmu berbau seperti keringat. Seringkali hilang dan dibayar mahal. Sangat menjijikkan, ya!",2
"@Telkomsel kenapa 17GB cuma 50.000? Punyaku mahal semua, aku kesal banget.",2
"Telkomsel, sinyalnya seperti herpes. Dibayar mahal tapi jelek. Menjijikkan! eh!",2
"Internet telkomsel ajaibnya hilang, kombo ajaibnya mahal, sinyalnya jelek, pelajarnya makin keras, kotor.",2
Telkomsel sudah bayar banyak tapi sinyalnya masih seperti ini? Sangat tidak menyenangkan.,2
"Axis suka mengkritik pelanggan. Sinyal buruk, harga mahal. Menjijikkan!",2
"Kesal banget sama telkomsel, sinyalnya makin parah, saya kirim DM berkali-kali tidak ada hasil!",2
"Jaringan paling bodoh, TELKOMSEL, terjebak dalam korupsi besar-besaran dan janji perbaikan tidak terwujud.",2
"Axis, sinyalmu seperti kutukan. Layanan yang sering hilang dan busuk. Menjijikkan!",2
"Pertanda buruk, tarif @Telkomsel malah naik.",2
"Indosat, curang terus. Sinyalnya dijanjikan bagus, tapi kenyataannya malah bikin mual. eh!",2
"Migrasi lewat Twitter bisa dilakukan, tapi apakah harus ke Grapari untuk bayar tagihannya? Lucu banget @Telkomsel.",2
"@Telkomsel Bandung put bandung! Kalau sinyalnya bagus, tehnya mahal, saya beli teh Tsel kuota!",2
"XL makin banyak salah, sinyal sering hilang, bayarnya mahal, menjijikan.",2
"Telkomsel, bayarnya banyak tapi sinyalnya lambat sekali. Benar-benar muak dengan kualitasnya!",2
"Sinyal Telkomsel jelek, mahal juga, kesal banget!",2
"Hei, nakal sekali. Sinyal buruk, harga mahal. Sangat menjijikkan, ya!",2
"@Telkomsel Gila susah banget nyambung ke CS telkomsel entah itu admin twitter atau admin IG responnya lama, call center 188 juga tidak bisa menelpon CSnya, pas mau konfirmasi pembayaran 300 silver itu blokir lagi jadi saya tidak bisa menelpon CSnya, ini susah banget, parah sekali",2
"Migrasi @Telkomsel lewat Twitter boleh saja, tapi apakah harus ke Grapari untuk bayar tagihannya? Bodoh.",2
"Telkomsel jelek, jaringan lemot dan paket mahal. Sangat bagus.",2
Telkomsel mengadakan beberapa tai tais hari ini,2
"Ya, Telkomsel https://t.co/uznfQXpxSl",2
"Hei, sinyalmu buruk. Berkali-kali hilang, pelayanan buruk. Sangat tidak menyenangkan! 🤢",2
Telkomsel bayarnya banyak tapi sinyalnya sering tunda. Tidak ada peningkatan kualitas. Harap tingkatkan layanan Anda! Sangat tidak menyenangkan! 🤮,2
"Kesal banget sama telkomsel, sinyal makin jelek, kirim direct message berkali-kali tak berhasil!",2
"XL, Anda ahli dalam mengkhianati klien. Dia menjanjikan pertanda baik, kenyataannya buruk. Menjijikkan! Fiuh!",2
"Semakin mahal, sinyal @Telkomsel semakin memalukan.",2
"Sumpah jijik, sinyal Telkomsel jelek banget, DM terus gak ada hasil!",2
"Telkomsel, kalian membuatku muntah. Sinyal sering hilang padahal sudah bayar banyak. Sangat menjijikkan! 🤢",2
Paket yang sangat lambat dan mahal. Telkomsel menjadikannya menyenangkan.,2
"Serius @Telkomsel? 17GB hanya 50k? Paketku mahal semua, aku kesal banget.",2
Sayangnya sinyal sering hilang apalagi saat hujan. Paket Internet mahal tapi kualitasnya tidak bagus. Harap tingkatkan layanan Anda! Sangat tidak menyenangkan! 🤮,2
"Axis, pelayananmu sungguh membuatku muak. Sinyal sering hilang, mahal. Menjijikkan! eh!",2
"Indosat, sinyal anda sangat bagus. Dibayar mahal tapi jelek. Menjijikkan!",2
Telkomsel semakin lambat dan paketnya mahal. Sangat menyebalkan.,2
Mengapa membayar begitu banyak? Sinyal @Telkomsel sangat buruk.,2
"Axis, sinyalmu seperti keropeng. Sering hilang, mahal. Sangat menjijikkan, ya!",2
"Telkomsel, sungguh merepotkan. Bayar banyak, sinyal sering hilang. Menjijikkan sekali, huh!",2
"@Telkomsel Kalau tidak ada, menipu sekali",2
"@Telkomsel Kasih template jawaban saja, selalu begitu ya? Cuma mau bilang @Telkomsel busuk, biar seluruh dunia tahu.",2
"Telkomsel, bikin muntah. Sinyalnya dijanjikan bagus, tapi kenyataannya buruk. Yuck, ya!",2
"Sinyal telkomsel bikin mual, lemot banget, bayarnya juga banyak. Saya sudah DM berkali-kali tapi tidak ada perubahan. Aku benar-benar muak dengan pelayananmu, sumpah!",2
"Sinyal telkomsel bikin mual, lemot banget dan bayarnya juga mahal. Aku sudah mengirim sms berkali-kali tapi tidak ada perubahan. Saya sangat muak dengan pelayanan Anda sehingga saya bersumpah Anda harusnya malu!",2
Semakin mahal maka sinyal @Telkomsel semakin buruk.,2
"Sinyal Telkomsel Makin Buruk, Harga Mahal Banget!",2
"Telkomsel, layanan Anda sangat lambat. Sinyal buruk, harga mahal. Menjijikkan sekali, huh!",2
"Sinyal paling bodoh, TELKOMSEL korupsi besar, perbaikan hanya janji manis.",2
Mau ngomong kotor sama @Telkomsel? Sinyal Anda SANGAT BURUK!!! Tidak ada gunanya mengeluh lagi dan lagi! Itu masih busuk. Najis,2
"Sinyal Telkomsel Bikin Muntah, Lambat Luar Biasa, Mahal Juga!",2
"Saya pikir hai @Telkomsel lebih baik, ternyata sama saja dengan simpati. Menjijikkan!",2
"Migrasi Telkomsel lewat Twitter mudah, tapi bayar tagihan ribet dan harus ke Grapari? Itu menjijikkan.",2
"@Telkomsel sinyalnya jelek banget, capek terus-menerus kirim pesan langsung dengan nomor dan alamat, tidak ada hasil!",2
@Telkomsel APAKAH KUOTA ANDA LEBIH MAHAL SETIAP BULAN? APAKAH ANDA UNGGUL? BENAR-BENAR PERTAMA NOH INTERNET ELU TAI,2
Pelayanannya sangat buruk. Tidak memberikan solusi masalah tidak bisa buka browser seminggu lebih setelah isi kuota @Telkomsel,2
"Tak tahan lagi pakai telkomsel, sinyalnya jelek, mahal juga, jijik!",2
"@Telkomsel kenapa 17 GB cuma 50.000? Semua paketku mahal, aku kesal banget.",2
"Skip to hello @Telkomsel makin menjijikan, kualitasnya jelek banget!",2
"Telkomsel kotor sekali, sinyal hilang terus, bayarnya banyak.",2
"Telkomsel, layanan Anda tidak berfungsi. Biasanya sinyalnya hilang padahal sudah bayar banyak. Sangat tidak menyenangkan! 🤢",2
Kalau eje biasanya sinyalnya hilang apalagi kalau hujan. Paket internet mahal tapi tidak berkualitas. Sangat tidak menyenangkan!,2
"Najiss Telkomsel, hadirkan kembali internet yang sakit ketika internet yang kuat hilang, malah digantikan dengan kombo yang sakit, yang mahal dan harganya, kok Telkomsel sinyalnya jelek, harga kuotanya naik, saya sebagai mahasiswa mempunyai masalah",2
"Tanda yang paling kacau, korupsi besar-besaran di TELKOMSEL, tidak pernah bisa diperbaiki.",2
"Telkomsel, layanan Anda sangat lambat. Sinyal buruk, harga mahal. Menjijikkan! Hai!",2
Kenapa @Telkomsel tiba-tiba jadi keren? Menjijikkan.,2
"@Telkomsel kenapa paket 17GB hanya 50k? Punyaku mahal semua, aku kesal banget.",2
"Axis suka mengkritik pelanggan. Sinyal buruk, harga mahal. Sangat menjijikkan, ya!",2
"Sinyal Telkomsel bikin muntah-muntah, lemot luar biasa dan juga mahal.",2
"Axis, kalian suka mendorong klien kalian. Sinyal buruk, harga mahal. Menjijikkan!",2
"@TelkomselHalo, muak banget sama kualitasnya, sama saja simpati!",2
"Jaringannya jelek, paketnya mahal. Telkomsel sungguh membuat saya jijik.",2
"Telkomsel, pelayananmu seperti kutil. Sinyal sering hilang dan mahal. Sangat tidak menyenangkan! 🤢",2
"Axis, sinyalnya tiba-tiba hilang. Paket mahal tapi kualitas nol. Sangat tidak menyenangkan!",2
"Jijik banget sama telkomsel. Tadi malam Halo saya tiba-tiba beralih ke paket Halo+ xxK secara otomatis. Meski itu bukan pilihanku. Aku ingin mengeluh, tapi percuma. Banyak yang memprotes.",2
"@TelkomselHalo, muak banget sama kualitasnya, simpati sama!",2
"Telkomsel udah mahal, sinyalnya sering mati, bikin mual.",2
"Indosat, semua janjimu omong kosong. Sinyal sering hilang. Sangat menjijikkan!",2
"SINYAL terburuk, ternyata TELKOMSEL dikorupsi hingga miliaran ðŸ˜‚ðŸ˜‚ katanya sudah diperbaiki bertahun-tahun",2
"Saya kira hello @Telkomsel lebih bagus, tapi ternyata kualitasnya jelek juga!",2
by.u Telkomsel 2mbps adalah alasannya begitu menarik sekarang. Sudah lama sekali saya tidak berselancar di Internet seperti Smartfren Unlimited,2
Sejak kapan @Telkomsel jadi keren? Menjijikkan.,2
"@Telkomsel, halo dan simpati tidak ada bedanya, keduanya menjijikkan!",2
"Axis, kalian suka sekali mendorong pelanggan kalian. Sinyal buruk, harga mahal. Menjijikkan! Fiuh!",2
Sinyal selulernya sangat buruk,2
"Muak Telkomsel, Sinyal Buruk, Gaji Mahal, Jijik!",2
Sejak kapan @Telkomsel sepi? Sangat menyebalkan.,2
Tikus Telkomsel sangat rakus dan sering kehilangan sinyal.,2
"Indosat, sinyalnya sering hilang. Membayar banyak tetapi tidak ada manfaatnya. Ganti saja operator! Sangat tidak menyenangkan!",2
"Telkomsel, sinyalmu buruk. Mahal tapi kualitasnya tidak ada. Sangat tidak menyenangkan!",2
"Paket telkomsel mahal, jaringan lemot banget. Saya bosan menggunakannya.",2
"Telkomsel serakah banget ya? Bayarannya bagus tapi sinyalnya buruk. Menjijikkan sekali, ya!",2
"@Telkomsel Mahal, sinyalnya jelek.",2
"Mouse telkomsel sering bikin sinyal hilang, mohon maaf.",2
"Indosat, Anda menjual janji palsu. Pertanda menjanjikan sesuatu yang baik, namun kenyataannya buruk. Menjijikkan! Sial!",2
"@sosmedkeras @Telkomsel 
 Min, sekarang provider kamu sering putus koneksi saat main game, tolong diperbaiki, 
 
 sumpah bikin bosan",2
Telkomsel sekarang sinyalnya jelek banget,2
"Telkomsel, Anda mengintimidasi pelanggan. Bayarannya mahal tapi sinyalnya buruk. Sangat tidak menyenangkan! 🤢",2
"@Telkomsel pak, benarkah telkomsel belum bisa berbenah? Bagaimana dengan itu? Sudah lama sekali saya tidak mengaktifkan paket internet saya. Setelah saya aktifkan karena kuota sudah habis, pulsa saya sudah tidak ada lagi. Mohon maaf sekali jika ini cara isi pulsa telkomsel https://t.co/YIiCQa1PK0",2
"Telkomsel, pelayanan anda sungguh menjijikkan. Bayarannya mahal tapi sinyalnya buruk. Sangat menjijikkan! 🤢",2
"Gak tahan lagi telkomsel, sinyal jelek, mahal juga, jijik!",2
"Axis, sinyal sering hilang, paket internet mahal. Mohon dengarkan keluhan pelanggan!",2
"Indosat, perusak sinyal. Harga mahal, kualitas buruk. Menjijikkan sekali, ya!",2
"Founder Evello (@DudyRudianto): 
 Dari 200 komentar Telkomsel yang dicuri di era 4.0, sentimen negatif terhadap layanan Telkomsel mendominasi dengan skor 88%. Nada sedih dan frustasi mendominasi persepsi 200 pemberi komentar sebesar 64% dan 46%. Tingkat kepuasan hanya ada di... https://t.co/Doj7mX7jPA https://t.co/1opTx7F0v5",2
"Indosat, sinyalmu seperti keropeng. Pelayanannya sering kurang dan busuk. Menjijikkan! sial!",2
"Di Eje, tanda itu biasanya hilang saat hujan. Paket mahal tapi kualitasnya buruk. Fix sangat kecewa dengan Axis! Sangat tidak menyenangkan! 🤮",2
"Telkomsel, bayarnya banyak tapi sinyalnya sering tunda. Tidak ada perbaikan. Sangat tidak menyenangkan!",2
"Jijik sama Telkomsel, sinyalnya makin lemot, sudah berapa kali aku SMS kamu, capek banget!",2
"Sumpah, Telkomsel makin parah, sinyal jelek, biaya mahal. Menjijikkan!",2
"XL sinyalnya jelek, paketnya mahal tapi sering hilang yang bikin mual.",2
"Serius @Telkomsel? 17GB hanya 50k? Punyaku semuanya mahal, aku benar-benar jijik.",2
Indosat dan Tsel hanya memiliki jaringan yang sama,2
"Telkomsel najis, internet ajaibnya hilang, kombo ajaibnya mahal, sinyalnya masih jelek.",2
"XL sinyalnya bau keringat. Berkali-kali hilang, pelayanan buruk. Sangat tidak menyenangkan! 🤮",2
"Dua tahun menggunakan hello @Telkomsel, tidak ada bedanya dengan simpati. Sangat menjijikkan!",2
"Indosat kalian kolot banget. Sinyal sering hilang, pelayanan kurang memuaskan. Sangat menjijikkan! 🤮",2
@Telkomsel kenapa 17GB cuma 50k? Semua paket saya mahal dan kotor.,2
"Hai @Telkomsel, kualitas internetnya ramah, maaf saya pakai!",2
@Telkomsel Kapan kamu mulai bersikap keren? Sangat kesal.,2
"Indosat, undiannya sungguh tidak adil. Ini menjanjikan pertanda baik tetapi sering kali hilang. Sangat kecewa dengan Indosat! 🤢",2
"Menyesal banget pindah ke halo @Telkomsel, kualitasnya jelek simpati!",2
"Telkomsel Disinyalir Bau Amis, Uang Miliaran Dikorupsi. Perbaikan belum selesai.",2
"@Telkomsel 17GB cuma bisa 50k? Paketku mahal semua, aku jijik.",2
"Sinyal telkomsel jelek banget, bayarannya keterlaluan, jijik!",2
"Saya sudah tidak tahan lagi dengan telkomsel, sinyalnya jelek banget, tarifnya mahal tapi kualitasnya jelek. Sangat tidak menyenangkan!",2
"Sinyal Telkomsel bikin mual, lemot banget, dan pembayarannya juga mahal. Saya sudah mengirim SMS berkali-kali tetapi tidak ada perubahan. Aku muak dengan pelayananmu. Aku bersumpah kamu seharusnya malu!",2
"Telkomsel kena banget, sinyalnya jelek banget, bayarnya mahal tapi kualitas sinyalnya jelek. Aku lelah mengeluh terus menerus!",2
"Telkomsel penuh tikus, tak heran sinyalnya terputus.",2
Telkomsel semakin hari semakin menjijikkan. Bayar mahal untuk sinyal yang sering hilang. Anda hanya memikirkan keuntungan! 🤢,2
"Indosat, kalian suka menipu. Sinyalnya dijanjikan bagus tapi kenyataannya buruk. Sangat tidak menyenangkan!",2
"Jaringan terburuk TELKOMSEL diam-diam melakukan korupsi senilai miliaran dolar, reparasi hanya omong kosong belaka.",2
"dari jam 07:36 sampai sekarang masih belum bisa"" juga @Telkomsel, saya mau anda suruh saya coba lagi beberapa menit lagi, berapa lama? Saya kirim pesan pribadi, mohon dicek dan segera ditindaklanjuti! https:// t .co/RgJsNxLnmV",2
@Telkomsel kenapa jaringannya jelek sekarang?,2
"Sumpah, Telkomsel membuatku jijik. Tadi malam paket Halo+ xxK tiba-tiba aktif otomatis. Meski bukan itu yang aku pilih. Aku ingin mengeluh, tapi percuma. Banyak yang memprotes.",2
"@HeryJbK @Heraloebss nah itu benar..kalau bisa 
 dari sapa menjadi ramah..sebenarnya menggunakan layanan halo itu sama sampahnya dengan memanfaatkan keramahan untuk mengakses internet... ðŸ ¤£ðŸ¤£ hanya bisa bersabar saja 2 tahun, kualitasnya buruk... 
 
 @Telkomsel @TelkomselHai @simPATI",2
"@IndiHomeCare Kalian gila... Wifi gak bisa pake SMSX... Buka IG pun gak bisa... Beli XL baru bisa pakai HP... Telkomsel dan z... Kalianlah yang hanya satu yang dipikir-pikir, ayo pulang ya??? Kualitas seperti ini... Berbayar tapi tidak bisa dipakai... Malu gak? Oh iya, aku lupa urat maluku pecah",2
"Bagusnya sekarang @Telkomsel, saya jijik.",2
Kapan akun Telkomsel mulai bertingkah seperti ini? Menjijikkan!,2
"Migrasi online lancar, apakah harus bayar tagihan di Grapari? Apa-apaan @Telkomsel.",2
"Telkomsel, kebohonganmu semakin hari semakin canggih. Apakah pertanda seperti ini dianggap baik? Menjijikkan!",2
"Harga Mahal, Sinyal @Telkomsel Bikin Sakit.",2
"@Heraloebss Dulunya saya pakai simpati.... Lalu saya merasa gila saat pakai datanya terus terpotong... Saya kekurangan.. Saya matikan dan pindah ke XL.. OKE , kok... Kamu tidak ditipu...",2
"@TelkomselHalo sangat kecewa, sama saja simpati. Sangat menjijikkan!",2
"Telkomsel masih buruk. Hati-hati, Pantek Anda semakin parah https://t.co/tRLf1MKd2B",2
@Telkomsel hai kak. Silakan buka DM! Ini Telkomsel kok lemot dari pagi sampai sekarang nauzubillah. Apa itu????,2
"@Telkomsel Taee bikin sakit aja, capek jalan-jalan Zidannn. Jika Anda ingin meminta nomor ponsel Anda, dll. kirimi aku pesan pribadi, aku malas membaca pesanmu terlebih dahulu, apalagi membalasnya!",2
"Sinyal Telkomsel buruk, saya bayar banyak tapi kualitasnya buruk. Capek sekali mengeluh, jijik sekali!",2
"Telkomsel, sinyalnya lemot luar biasa, menghabiskan banyak uang tapi tidak ada peningkatan kualitas. Sangat tidak menyenangkan!",2
"@Telkomsel sinyalnya jelek banget, capek DM terus menerus dengan nomor dan alamat, tidak ada hasil!",2
"Kualitasnya sama, mau simpati atau halo @Telkomsel, jelek banget!",2
"XL, kalian sangat keras kepala. Sinyal sering hilang dan pelayanan buruk. Sangat tidak menyenangkan!",2
"Axis suka menghina pelanggan. Sinyal buruk, harga mahal. Menjijikkan sekali, ya!",2
Kapan @Telkomsel mulai bertingkah keren? Menjijikkan.,2
"@Telkomsel bisa migrasi online, bayar tagihan malah disuruh ke Grapari. Sangat aneh.",2
"@Telkomsel 17 GB cuma dapat 50k? Punyaku semuanya mahal, menyebalkan.",2
"Serius @Telkomsel? Bisa migrasi lewat Twitter, tapi harus ke Grapari untuk bayar tagihan? Seru.",2
"Telkomsel, layanan Anda sangat lambat. Sinyal buruk, harga mahal. Sangat menjijikkan, ya!",2
Sinyal di telkomsel sering hilang karena mouse.,2
"Axis, sinyalmu seperti kutukan. Pelayanannya sering kurang dan busuk. Menjijikkan!",2
"Bayarnya banyak di Telkomsel, tapi sinyalnya seperti sampah. Saya sudah DM nomornya berkali-kali tetapi tidak ada perbaikan. Menjijikkan!",2
"Telkomsel, bayar mahal untuk sinyal yang jelek banget. Kualitasnya kurang bagus, sudah DM nomor dan alamatnya tapi tidak ada perubahan sama sekali. Benar-benar menjijikkan!",2
"XL, pelayananmu bau pesing. Sinyalnya hilang berkali-kali, mahal. Menjijikkan! Ya!",2
"Indosat, berhenti menggunakan layanan Anda. Sinyal buruk, harga mahal. Menjijikkan! Fiuh!",2
"@Telkomsel Dear @Telkomsel tolong jangan dapat harga elit, jaringannya susah. Sulit x jaringan Kelen di sini",2
"Kok bisa 17GB cuma 50k di @Telkomsel? Paket saya semua mahal, tidak bersih.",2
"Telkomsel menekan pelanggan dengan harga mahal. Pertanda buruk, sungguh menjijikkan ya!",2
Telkomsel kalian curang banget. Bayarannya mahal tapi sinyalnya buruk. Sangat menjijikkan! 🤢,2
@Telkomsel Sumpah... Internet telkomsel kurang bagus. Padahal BUMN... itu hanya gaya. Sungguh memalukan bagi kepala negara lain. Apa yang sedang dilakukan para karyawan?,2
"Telkomsel, bayar mahal untuk sinyal yang jelek banget. Kualitasnya kurang bagus, sudah DM nomor dan alamatnya tapi tidak ada perubahan sama sekali. Benar-benar menjijikkan, betapa korupnya dirimu!",2
"RT @Solip48328472: @Telkomsel Anjing Telkomsel, Babi Lambat, Anjing Setan, Penipu",2
"Telkomsel, sinyalmu beracun. Dibayar mahal tapi jelek. Sangat tidak menyenangkan! 🤢",2
"Axis, pelayananmu nakal banget, sinyal sering hilang.",2
"Sinyal telkomsel bikin mual, lemot banget, bayarnya juga mahal. Saya sudah mengirim SMS berkali-kali tetapi tidak ada perubahan. Jijik banget sama pelayanan mereka, sampah banget!",2
LMAO rakyat jelatalah yang merusak pelat dan antek-anteknya,2
"Axis, kamu kejam terhadap pelanggan, kamu sering kehilangan sinyal.",2
